acronym,group
SLC6A7,neuron
SLC7A1,neuron
SLC7A14,neuron
SLC7A2,neuron
SLC7A3,neuron
SLC7A4,neuron
SLC7A6,neuron
SLC7A8,neuron
SLC8A1,neuron
SLC8A3,neuron
SLC9A3R2,neuron
SLC9A5,neuron
SLC9A6,neuron
SLCO3A1,neuron
SLCO5A1,neuron
SLIT2,neuron
SLIT3,neuron
SLITRK1,neuron
SLITRK4,neuron
SLMO1,neuron
SLU7,neuron
SMAD1,neuron
SMAD7,neuron
SMARCA1,neuron
SMARCA2,neuron
SMARCA5,neuron
SMARCAL1,neuron
SMARCC1,neuron
SMC1A,neuron
SMC5,neuron
SMCR7,neuron
SMG5,neuron
SMG7,neuron
SMOC2,neuron
SMPD3,neuron
SMPD4,neuron
SMS,neuron
SMUG1,neuron
SMURF1,neuron
SMYD5,neuron
SNAP25,neuron
SNAP91,neuron
SNCA,neuron
SNCB,neuron
SNN,neuron
SNORD22,neuron
SNRPD3,neuron
SNRPN,neuron
SNX10,neuron
SNX16,neuron
SNX26,neuron
SNX27,neuron
SNX6,neuron
SOCS2,neuron
SOCS5,neuron
SOCS7,neuron
SOD1,neuron
SOD2,neuron
SORCS1,neuron
SORCS3,neuron
SORL1,neuron
SOSTDC1,neuron
SOX11,neuron
SOX4,neuron
SP4,neuron
SP8,neuron
SPAST,neuron
SPEG,neuron
SPIN1,neuron
SPOCK1,neuron
SPOCK3,neuron
SPRY3,neuron
SPRYD3,neuron
SPTLC2,neuron
SPTY2D1,neuron
SRF,neuron
SRGAP2,neuron
SRGAP3,neuron
SRL,neuron
SRP54,neuron
SRPK1,neuron
SRPK2,neuron
SS18L1,neuron
SSBP2,neuron
SSBP3,neuron
SSH1,neuron
SSH2,neuron
SST,neuron
SSTR2,neuron
SSTR3,neuron
SSTR4,neuron
SSX2IP,neuron
ST18,neuron
ST3GAL5,neuron
ST6GAL2,neuron
ST6GALNAC5,neuron
ST8SIA1,neuron
ST8SIA2,neuron
ST8SIA3,neuron
ST8SIA4,neuron
ST8SIA6,neuron
STAM,neuron
STARD4,neuron
STARD7,neuron
STAU2,neuron
STC1,neuron
STIM2,neuron
STK11,neuron
STK32C,neuron
STMN1,neuron
STMN2,neuron
STMN3,neuron
STMN4,neuron
STOML1,neuron
STRBP,neuron
STRN,neuron
STX12,neuron
STX1A,neuron
STX3,neuron
STX7,neuron
STXBP1,neuron
STXBP2,neuron
STXBP5,neuron
STXBP5L,neuron
SUB1,neuron
SULF1,neuron
SULT4A1,neuron
SUMO1,neuron
SUMO3,neuron
SUSD2,neuron
SUZ12,neuron
SV2A,neuron
SV2B,neuron
SVOP,neuron
SYCE2,neuron
SYN1,neuron
SYN2,neuron
SYNCRIP,neuron
SYNE1,neuron
SYNGR1,neuron
SYNGR3,neuron
SYNJ1,neuron
SYNPO,neuron
SYNPR,neuron
SYP,neuron
SYT1,neuron
SYT13,neuron
SYT16,neuron
SYT4,neuron
SYT5,neuron
SYT7,neuron
SYT9,neuron
TAC1,neuron
TACC2,neuron
TACR3,neuron
TAF1B,neuron
TAF5,neuron
TAGAP,neuron
TANC2,neuron
TAOK1,neuron
TARDBP,neuron
TASP1,neuron
TBC1D16,neuron
TBC1D20,neuron
TBC1D24,neuron
TBC1D25,neuron
TBC1D5,neuron
TBC1D9,neuron
TBCA,neuron
TBCD,neuron
TBL1X,neuron
TBPL1,neuron
TBR1,neuron
TCEB1,neuron
TCERG1,neuron
TCF20,neuron
TCF4,neuron
TCF7L2,neuron
TCFL5,neuron
TERF2,neuron
TERF2IP,neuron
TES,neuron
TESC,neuron
TEX10,neuron
TEX15,neuron
TFPI,neuron
THBS1,neuron
THBS2,neuron
THEM4,neuron
THNSL1,neuron
THOC1,neuron
THSD7B,neuron
THUMPD1,neuron
TIA1,neuron
TIAL1,neuron
TIAM1,neuron
TIAM2,neuron
TIMP2,neuron
TIPARP,neuron
TIPRL,neuron
TKT,neuron
TLK1,neuron
TLN1,neuron
TM6SF1,neuron
TMCC1,neuron
TMCC2,neuron
TMED8,neuron
TMEFF1,neuron
TMEM108,neuron
TMEM130,neuron
TMEM132A,neuron
TMEM158,neuron
TMEM164,neuron
TMEM169,neuron
TMEM179,neuron
TMEM181,neuron
TMEM183A,neuron
TMEM2,neuron
TMEM25,neuron
TMEM30A,neuron
TMEM35,neuron
TMEM41A,neuron
TMEM57,neuron
TMEM65,neuron
TMEM68,neuron
TMEM74,neuron
TMEM87A,neuron
TMEM87B,neuron
TMEM90A,neuron
TMOD2,neuron
TMOD3,neuron
TMSB10,neuron
TMTC4,neuron
TNIK,neuron
TNKS,neuron
TNKS2,neuron
TNPO2,neuron
TNRC6C,neuron
TOMM20,neuron
TOMM70A,neuron
TOP2B,neuron
TPBG,neuron
TPD52,neuron
TPM3,neuron
TRAF6,neuron
TRAFD1,neuron
TRAIP,neuron
TRAK1,neuron
TRAPPC5,neuron
TRHDE,neuron
TRHR,neuron
TRIAP1,neuron
TRIB2,neuron
TRIM2,neuron
TRIM23,neuron
TRIM3,neuron
TRIM32,neuron
TRIM33,neuron
TRIM35,neuron
TRIM36,neuron
TRIM37,neuron
TRIM44,neuron
TRIM46,neuron
TRIM66,neuron
TRIM67,neuron
TRIO,neuron
TRIP13,neuron
TRO,neuron
TROVE2,neuron
TRPA1,neuron
TRPC1,neuron
TRPC3,neuron
TRPC4,neuron
TRPC5,neuron
TRPM2,neuron
TRPM3,neuron
TRPM4,neuron
TRPV2,neuron
TSC22D1,neuron
TSC22D2,neuron
TSHZ2,neuron
TSHZ3,neuron
TSN,neuron
TSNAX,neuron
TSPAN12,neuron
TSPAN13,neuron
TSPAN14,neuron
TSPAN17,neuron
TSPAN2,neuron
TSPAN5,neuron
TSPAN6,neuron
TSPYL1,neuron
TSPYL5,neuron
TSR1,neuron
TSR2,neuron
TTC13,neuron
TTC19,neuron
TTC21B,neuron
TTC3,neuron
TTC5,neuron
TTC9,neuron
TTC9B,neuron
TTL,neuron
TTLL1,neuron
TTLL11,neuron
TTR,neuron
TUB,neuron
TUBB2B,neuron
TUBG2,neuron
TULP4,neuron
TUSC1,neuron
TUSC3,neuron
TUSC4,neuron
TXNRD2,neuron
TXNRD3,neuron
UAP1,neuron
UBE2B,neuron
UBE2D1,neuron
UBE2D3,neuron
UBE2E2,neuron
UBE2E3,neuron
UBE2I,neuron
UBE2J1,neuron
UBE2N,neuron
UBE2O,neuron
UBE2V2,neuron
UBE2W,neuron
UBE2Z,neuron
UBE3A,neuron
UBE3C,neuron
UBE4A,neuron
UBE4B,neuron
UBP1,neuron
UBR1,neuron
UCHL1,neuron
UCHL5,neuron
UCK2,neuron
UGCG,neuron
UGDH,neuron
UMPS,neuron
UNC13A,neuron
UNC45A,neuron
UNC5C,neuron
UNC5D,neuron
UNG,neuron
UPF3B,neuron
USP11,neuron
USP12,neuron
USP14,neuron
USP15,neuron
USP19,neuron
USP22,neuron
USP27X,neuron
USP28,neuron
USP29,neuron
USP31,neuron
USP33,neuron
USP34,neuron
USP37,neuron
USP42,neuron
USP43,neuron
USP46,neuron
USP47,neuron
USP48,neuron
USP5,neuron
USP53,neuron
USP7,neuron
USP9X,neuron
UTP15,neuron
VAMP2,neuron
VASH2,neuron
VAT1,neuron
VAV2,neuron
VDAC3,neuron
VGF,neuron
VIP,neuron
VLDLR,neuron
VPS13C,neuron
VPS26B,neuron
VPS33A,neuron
VPS37D,neuron
VPS41,neuron
VPS45,neuron
VPS4A,neuron
VPS54,neuron
VRK1,neuron
VSNL1,neuron
WAC,neuron
WASF1,neuron
WBSCR16,neuron
WDFY1,neuron
WDR1,neuron
WDR13,neuron
WDR17,neuron
WDR18,neuron
WDR3,neuron
WDR33,neuron
WDR37,neuron
WDR4,neuron
WDR40B,neuron
WDR44,neuron
WDR47,neuron
WDR48,neuron
WDR5,neuron
WDR6,neuron
WDR61,neuron
WDR75,neuron
WFS1,neuron
WHSC1,neuron
WHSC1L1,neuron
WIPF3,neuron
WIZ,neuron
WNK2,neuron
WNK3,neuron
WNT9A,neuron
WRB,neuron
WRNIP1,neuron
WSB2,neuron
XIST,neuron
XKR4,neuron
XKR6,neuron
XPO7,neuron
XPOT,neuron
XPR1,neuron
XRN1,neuron
XRN2,neuron
YIPF4,neuron
YIPF5,neuron
YKT6,neuron
YLPM1,neuron
YME1L1,neuron
YPEL1,neuron
YPEL2,neuron
YTHDC2,neuron
YTHDF1,neuron
YTHDF3,neuron
YWHAB,neuron
YWHAE,neuron
YWHAG,neuron
YWHAH,neuron
YWHAZ,neuron
ZBTB10,neuron
ZBTB11,neuron
ZBTB34,neuron
ZBTB4,neuron
ZBTB41,neuron
ZBTB5,neuron
ZC3H11A,neuron
ZC3H12C,neuron
ZC3H13,neuron
ZC3H15,neuron
ZC3H8,neuron
ZC3HC1,neuron
ZCCHC11,neuron
ZCCHC12,neuron
ZCCHC14,neuron
ZCCHC18,neuron
ZCCHC2,neuron
ZCCHC8,neuron
ZDHHC2,neuron
ZDHHC20,neuron
ZDHHC23,neuron
ZDHHC24,neuron
ZDHHC3,neuron
ZEB2,neuron
ZFAND5,neuron
ZFP161,neuron
ZFP2,neuron
ZFP82,neuron
ZFYVE16,neuron
ZFYVE9,neuron
ZIC1,neuron
ZIK1,neuron
ZKSCAN1,neuron
ZMAT4,neuron
ZMIZ2,neuron
ZMYM2,neuron
ZMYM3,neuron
ZMYM4,neuron
ZMYND11,neuron
ZMYND19,neuron
ZNRF1,neuron
ZNRF2,neuron
ZRANB1,neuron
ZRSR2,neuron
ZWINT,neuron
ZXDC,neuron
ZYG11B,neuron
AACS,oligodendrocyte
AARD,oligodendrocyte
AATF,oligodendrocyte
AATK,oligodendrocyte
ABCA2,oligodendrocyte
ABCA7,oligodendrocyte
ABCB10,oligodendrocyte
ABCB4,oligodendrocyte
ABCC1,oligodendrocyte
ABHD5,oligodendrocyte
ABL1,oligodendrocyte
ABLIM2,oligodendrocyte
ABTB2,oligodendrocyte
ACAT2,oligodendrocyte
ACCN2,oligodendrocyte
ACLY,oligodendrocyte
ACSL1,oligodendrocyte
ACSL3,oligodendrocyte
ACSS2,oligodendrocyte
ACTL6A,oligodendrocyte
ACTR1A,oligodendrocyte
ACVR2B,oligodendrocyte
ADAL,oligodendrocyte
ADAM12,oligodendrocyte
ADAM23,oligodendrocyte
ADAM9,oligodendrocyte
ADAMTS4,oligodendrocyte
ADD1,oligodendrocyte
ADI1,oligodendrocyte
ADORA2B,oligodendrocyte
ADSSL1,oligodendrocyte
AEBP2,oligodendrocyte
AFAP1L1,oligodendrocyte
AFAP1L2,oligodendrocyte
AGPAT4,oligodendrocyte
AGPS,oligodendrocyte
AKAP10,oligodendrocyte
AKAP13,oligodendrocyte
ALAD,oligodendrocyte
ALDH18A1,oligodendrocyte
ALDH1L2,oligodendrocyte
ALDH3B1,oligodendrocyte
ALDH9A1,oligodendrocyte
ALG12,oligodendrocyte
ALOX5,oligodendrocyte
AMDHD2,oligodendrocyte
AMOTL2,oligodendrocyte
AMPD3,oligodendrocyte
ANAPC1,oligodendrocyte
ANK3,oligodendrocyte
ANKIB1,oligodendrocyte
ANKRD10,oligodendrocyte
ANKRD11,oligodendrocyte
ANKRD13A,oligodendrocyte
ANKRD28,oligodendrocyte
ANKRD39,oligodendrocyte
ANKRD44,oligodendrocyte
ANKRD49,oligodendrocyte
ANKS1B,oligodendrocyte
ANLN,oligodendrocyte
ANP32B,oligodendrocyte
AOF1,oligodendrocyte
AP2A2,oligodendrocyte
AP3M1,oligodendrocyte
APBB1,oligodendrocyte
APBB2,oligodendrocyte
APH1A,oligodendrocyte
APLP1,oligodendrocyte
APOD,oligodendrocyte
APOOL,oligodendrocyte
APP,oligodendrocyte
APPBP2,oligodendrocyte
ARF4,oligodendrocyte
ARHGAP12,oligodendrocyte
ARHGAP23,oligodendrocyte
ARHGAP24,oligodendrocyte
ARHGAP5,oligodendrocyte
ARHGDIA,oligodendrocyte
ARHGEF10,oligodendrocyte
ARHGEF10L,oligodendrocyte
ARHGEF19,oligodendrocyte
ARHGEF2,oligodendrocyte
ARHGEF7,oligodendrocyte
ARIH1,oligodendrocyte
ARL15,oligodendrocyte
ARL2,oligodendrocyte
ARL2BP,oligodendrocyte
ARL4A,oligodendrocyte
ARL5A,oligodendrocyte
ARL5B,oligodendrocyte
ARL8B,oligodendrocyte
ARPC1A,oligodendrocyte
ARRDC3,oligodendrocyte
ARSB,oligodendrocyte
ARSG,oligodendrocyte
ARVCF,oligodendrocyte
ASCL1,oligodendrocyte
ASPA,oligodendrocyte
ASPH,oligodendrocyte
ASRGL1,oligodendrocyte
ASXL3,oligodendrocyte
ATCAY,oligodendrocyte
ATE1,oligodendrocyte
ATG4A,oligodendrocyte
ATG4C,oligodendrocyte
ATP10B,oligodendrocyte
ATP11A,oligodendrocyte
ATP5G2,oligodendrocyte
ATP6V0A2,oligodendrocyte
ATP6V1H,oligodendrocyte
ATP7B,oligodendrocyte
ATP8B1,oligodendrocyte
ATR,oligodendrocyte
ATRN,oligodendrocyte
B2M,oligodendrocyte
B3GALT6,oligodendrocyte
BACE1,oligodendrocyte
BACE2,oligodendrocyte
BACH1,oligodendrocyte
BACH2,oligodendrocyte
BAG1,oligodendrocyte
BAT5,oligodendrocyte
BAZ1A,oligodendrocyte
BAZ2B,oligodendrocyte
BBX,oligodendrocyte
BCAN,oligodendrocyte
BCAR1,oligodendrocyte
BCAS1,oligodendrocyte
BCAT1,oligodendrocyte
BCHE,oligodendrocyte
BCL7A,oligodendrocyte
BCL7C,oligodendrocyte
BDH1,oligodendrocyte
BFSP2,oligodendrocyte
BICC1,oligodendrocyte
BICD2,oligodendrocyte
BIN1,oligodendrocyte
BIRC2,oligodendrocyte
BLM,oligodendrocyte
BMF,oligodendrocyte
BMI1,oligodendrocyte
BMP1,oligodendrocyte
BMP4,oligodendrocyte
BOLA2,oligodendrocyte
BPGM,oligodendrocyte
BRAF,oligodendrocyte
BRCA1,oligodendrocyte
BRCC3,oligodendrocyte
BRD4,oligodendrocyte
BRD8,oligodendrocyte
BRF1,oligodendrocyte
BRI3BP,oligodendrocyte
BTD,oligodendrocyte
BZW1,oligodendrocyte
C1GALT1,oligodendrocyte
C1QA,oligodendrocyte
C1QB,oligodendrocyte
C1QC,oligodendrocyte
C1QL1,oligodendrocyte
C1QL2,oligodendrocyte
CACNB4,oligodendrocyte
CACNG4,oligodendrocyte
CADM2,oligodendrocyte
CADM4,oligodendrocyte
CALCRL,oligodendrocyte
CALD1,oligodendrocyte
CALU,oligodendrocyte
CAMSAP1L1,oligodendrocyte
CAP1,oligodendrocyte
CAPN10,oligodendrocyte
CAPN5,oligodendrocyte
CAPN6,oligodendrocyte
CAPZA1,oligodendrocyte
CARHSP1,oligodendrocyte
CASK,oligodendrocyte
CASKIN2,oligodendrocyte
CASP2,oligodendrocyte
CASP3,oligodendrocyte
CASR,oligodendrocyte
CATSPER2,oligodendrocyte
CBLN2,oligodendrocyte
CC2D1B,oligodendrocyte
CCDC115,oligodendrocyte
CCDC134,oligodendrocyte
CCDC21,oligodendrocyte
CCDC25,oligodendrocyte
CCDC39,oligodendrocyte
CCDC86,oligodendrocyte
CCDC89,oligodendrocyte
CCL28,oligodendrocyte
CCL3,oligodendrocyte
CCND1,oligodendrocyte
CCNDBP1,oligodendrocyte
CCNJL,oligodendrocyte
CCNK,oligodendrocyte
CCNL2,oligodendrocyte
CCNT2,oligodendrocyte
CCNY,oligodendrocyte
CCNYL1,oligodendrocyte
CCS,oligodendrocyte
CCT3,oligodendrocyte
CCT4,oligodendrocyte
CCT5,oligodendrocyte
CD2BP2,oligodendrocyte
CD47,oligodendrocyte
CD53,oligodendrocyte
CD82,oligodendrocyte
CD9,oligodendrocyte
CDADC1,oligodendrocyte
CDC2L6,oligodendrocyte
CDC37L1,oligodendrocyte
CDC40,oligodendrocyte
CDC42EP1,oligodendrocyte
CDC42EP2,oligodendrocyte
CDC42SE2,oligodendrocyte
CDC7,oligodendrocyte
CDGAP,oligodendrocyte
CDH10,oligodendrocyte
CDH11,oligodendrocyte
CDH13,oligodendrocyte
CDH20,oligodendrocyte
CDH6,oligodendrocyte
CDH7,oligodendrocyte
CDK2AP1,oligodendrocyte
CDK4,oligodendrocyte
CDK5,oligodendrocyte
CDKN1C,oligodendrocyte
CDR2,oligodendrocyte
CDR2L,oligodendrocyte
CDS2,oligodendrocyte
CDV3,oligodendrocyte
CDYL,oligodendrocyte
CEBPZ,oligodendrocyte
CENPQ,oligodendrocyte
CEP68,oligodendrocyte
CERK,oligodendrocyte
CFL2,oligodendrocyte
CHD1L,oligodendrocyte
CHD4,oligodendrocyte
CHD7,oligodendrocyte
CHFR,oligodendrocyte
CHIC2,oligodendrocyte
CHMP1B,oligodendrocyte
CHN2,oligodendrocyte
CHRNA4,oligodendrocyte
CHST11,oligodendrocyte
CHST5,oligodendrocyte
CHST8,oligodendrocyte
CHUK,oligodendrocyte
CIAPIN1,oligodendrocyte
CKAP2,oligodendrocyte
CKS1B,oligodendrocyte
CLDN11,oligodendrocyte
CLDN14,oligodendrocyte
CLDND1,oligodendrocyte
CLGN,oligodendrocyte
CLIC4,oligodendrocyte
CLIP3,oligodendrocyte
CLK4,oligodendrocyte
CLMN,oligodendrocyte
CLN3,oligodendrocyte
CLN8,oligodendrocyte
CLTA,oligodendrocyte
CMTM5,oligodendrocyte
CNBP,oligodendrocyte
CNKSR3,oligodendrocyte
CNOT10,oligodendrocyte
CNOT6,oligodendrocyte
CNTN1,oligodendrocyte
COBL,oligodendrocyte
COBLL1,oligodendrocyte
COL11A1,oligodendrocyte
COL11A2,oligodendrocyte
COL20A1,oligodendrocyte
COL27A1,oligodendrocyte
COL9A1,oligodendrocyte
COL9A2,oligodendrocyte
COL9A3,oligodendrocyte
COLEC11,oligodendrocyte
COMMD1,oligodendrocyte
COMMD3,oligodendrocyte
COMMD4,oligodendrocyte
COMMD6,oligodendrocyte
COMMD9,oligodendrocyte
COPA,oligodendrocyte
COQ2,oligodendrocyte
COX15,oligodendrocyte
CP,oligodendrocyte
CPD,oligodendrocyte
CPEB2,oligodendrocyte
CPEB3,oligodendrocyte
CPLX3,oligodendrocyte
CPM,oligodendrocyte
CPOX,oligodendrocyte
CPSF2,oligodendrocyte
CPSF6,oligodendrocyte
CREB3L2,oligodendrocyte
CREBZF,oligodendrocyte
CRLF1,oligodendrocyte
CRLF3,oligodendrocyte
CRYAB,oligodendrocyte
CRYL1,oligodendrocyte
CSAD,oligodendrocyte
CSF1,oligodendrocyte
CSMD1,oligodendrocyte
CSMD3,oligodendrocyte
CSNK1A1,oligodendrocyte
CSNK1G3,oligodendrocyte
CSNK2A1,oligodendrocyte
CSPG4,oligodendrocyte
CSRP1,oligodendrocyte
CSRP2BP,oligodendrocyte
CSTB,oligodendrocyte
CTNNAL1,oligodendrocyte
CTPS,oligodendrocyte
CTR9,oligodendrocyte
CTSA,oligodendrocyte
CTSB,oligodendrocyte
CTSK,oligodendrocyte
CTSS,oligodendrocyte
CXCL12,oligodendrocyte
CYB5B,oligodendrocyte
CYFIP2,oligodendrocyte
CYLD,oligodendrocyte
CYP27A1,oligodendrocyte
DAAM1,oligodendrocyte
DAP,oligodendrocyte
DARC,oligodendrocyte
DAZAP1,oligodendrocyte
DBNDD2,oligodendrocyte
DBT,oligodendrocyte
DCPS,oligodendrocyte
DCT,oligodendrocyte
DCTN4,oligodendrocyte
DCUN1D1,oligodendrocyte
DCX,oligodendrocyte
DDC,oligodendrocyte
DDI2,oligodendrocyte
DDR1,oligodendrocyte
DDX21,oligodendrocyte
DDX26B,oligodendrocyte
DDX3Y,oligodendrocyte
DDX54,oligodendrocyte
DDX59,oligodendrocyte
DEGS1,oligodendrocyte
DEPDC1B,oligodendrocyte
DERA,oligodendrocyte
DGAT2,oligodendrocyte
DGKA,oligodendrocyte
DHCR24,oligodendrocyte
DHRS7,oligodendrocyte
DHX16,oligodendrocyte
DHX37,oligodendrocyte
DHX9,oligodendrocyte
DICER1,oligodendrocyte
DIDO1,oligodendrocyte
DIP2A,oligodendrocyte
DIP2B,oligodendrocyte
DIXDC1,oligodendrocyte
DLG1,oligodendrocyte
DLGAP2,oligodendrocyte
DLL1,oligodendrocyte
DLL3,oligodendrocyte
DMP1,oligodendrocyte
DMPK,oligodendrocyte
DMRTA1,oligodendrocyte
DMRTB1,oligodendrocyte
DNAJA2,oligodendrocyte
DNAJB11,oligodendrocyte
DNAJB12,oligodendrocyte
DNAJC11,oligodendrocyte
DNAJC16,oligodendrocyte
DNAJC19,oligodendrocyte
DNM2,oligodendrocyte
DNM3,oligodendrocyte
DOCK10,oligodendrocyte
DOCK4,oligodendrocyte
DOCK6,oligodendrocyte
DOCK9,oligodendrocyte
DOT1L,oligodendrocyte
DPP10,oligodendrocyte
DPP7,oligodendrocyte
DPY19L1,oligodendrocyte
DPYD,oligodendrocyte
DPYSL2,oligodendrocyte
DPYSL4,oligodendrocyte
DSCAM,oligodendrocyte
DSCAML1,oligodendrocyte
DST,oligodendrocyte
DTX2,oligodendrocyte
DTYMK,oligodendrocyte
DUSP10,oligodendrocyte
DUSP11,oligodendrocyte
DUSP15,oligodendrocyte
DUSP19,oligodendrocyte
DUSP28,oligodendrocyte
DUSP7,oligodendrocyte
DUSP9,oligodendrocyte
DYNC1LI1,oligodendrocyte
DYNC1LI2,oligodendrocyte
DYNLL1,oligodendrocyte
DYNLL2,oligodendrocyte
DYNLT1,oligodendrocyte
DZIP1,oligodendrocyte
E2F3,oligodendrocyte
E2F8,oligodendrocyte
EAF1,oligodendrocyte
EBF4,oligodendrocyte
EBP,oligodendrocyte
ECE1,oligodendrocyte
ECH1,oligodendrocyte
EDEM1,oligodendrocyte
EDEM2,oligodendrocyte
EDEM3,oligodendrocyte
EDNRA,oligodendrocyte
EDNRB,oligodendrocyte
EFHA1,oligodendrocyte
EFHD1,oligodendrocyte
EFNA2,oligodendrocyte
EFNB3,oligodendrocyte
EFS,oligodendrocyte
EGFLAM,oligodendrocyte
EHD1,oligodendrocyte
EHD3,oligodendrocyte
EHHADH,oligodendrocyte
EIF2AK3,oligodendrocyte
EIF2C1,oligodendrocyte
EIF2C3,oligodendrocyte
EIF2S2,oligodendrocyte
EIF4A1,oligodendrocyte
EIF4E2,oligodendrocyte
EIF4EBP2,oligodendrocyte
EIF4ENIF1,oligodendrocyte
EIF5,oligodendrocyte
EIF5A2,oligodendrocyte
ELAVL1,oligodendrocyte
ELAVL3,oligodendrocyte
ELF1,oligodendrocyte
ELK4,oligodendrocyte
ELL2,oligodendrocyte
ELMOD1,oligodendrocyte
ELMOD2,oligodendrocyte
ELOVL1,oligodendrocyte
ELOVL4,oligodendrocyte
ELOVL6,oligodendrocyte
ELOVL7,oligodendrocyte
EML1,oligodendrocyte
EN2,oligodendrocyte
ENDOD1,oligodendrocyte
ENOPH1,oligodendrocyte
ENPP2,oligodendrocyte
ENPP4,oligodendrocyte
ENPP6,oligodendrocyte
ENTPD5,oligodendrocyte
ENTPD7,oligodendrocyte
ENY2,oligodendrocyte
EP400,oligodendrocyte
EPC1,oligodendrocyte
EPHB1,oligodendrocyte
EPN2,oligodendrocyte
EPRS,oligodendrocyte
EPS15,oligodendrocyte
EPS8,oligodendrocyte
ERBB2IP,oligodendrocyte
ERBB3,oligodendrocyte
ERBB4,oligodendrocyte
ERCC8,oligodendrocyte
ERH,oligodendrocyte
ERO1L,oligodendrocyte
ETF1,oligodendrocyte
ETV3,oligodendrocyte
ETV6,oligodendrocyte
EVI2A,oligodendrocyte
EWSR1,oligodendrocyte
EXOC6B,oligodendrocyte
EXOSC10,oligodendrocyte
EYA1,oligodendrocyte
EZH2,oligodendrocyte
FA2H,oligodendrocyte
FAH,oligodendrocyte
FAIM,oligodendrocyte
FARP2,oligodendrocyte
FBLN5,oligodendrocyte
FBN2,oligodendrocyte
FBP1,oligodendrocyte
FBXL5,oligodendrocyte
FBXL6,oligodendrocyte
FBXO11,oligodendrocyte
FBXO32,oligodendrocyte
FBXO7,oligodendrocyte
FBXO8,oligodendrocyte
FCHSD2,oligodendrocyte
FDPS,oligodendrocyte
FGD3,oligodendrocyte
FGF7,oligodendrocyte
FGFR1OP2,oligodendrocyte
FIGNL1,oligodendrocyte
FIP1L1,oligodendrocyte
FKBP15,oligodendrocyte
FKBP1A,oligodendrocyte
FKBP9,oligodendrocyte
FLCN,oligodendrocyte
FMNL2,oligodendrocyte
FNBP4,oligodendrocyte
FNDC4,oligodendrocyte
FNIP1,oligodendrocyte
FNTA,oligodendrocyte
FNTB,oligodendrocyte
FOXK1,oligodendrocyte
FOXN2,oligodendrocyte
FRMD4A,oligodendrocyte
FRMD4B,oligodendrocyte
FRMD5,oligodendrocyte
FRYL,oligodendrocyte
FTSJ1,oligodendrocyte
FUBP1,oligodendrocyte
FUT10,oligodendrocyte
FYN,oligodendrocyte
FZD5,oligodendrocyte
G0S2,oligodendrocyte
GAB1,oligodendrocyte
GAB3,oligodendrocyte
GADD45A,oligodendrocyte
GADD45GIP1,oligodendrocyte
GAL3ST1,oligodendrocyte
GAL3ST4,oligodendrocyte
GALNT10,oligodendrocyte
GALNT13,oligodendrocyte
GALNT3,oligodendrocyte
GALNT4,oligodendrocyte
GALNT6,oligodendrocyte
GAMT,oligodendrocyte
GANAB,oligodendrocyte
GART,oligodendrocyte
GAS2,oligodendrocyte
GAS5,oligodendrocyte
GAS7,oligodendrocyte
GATAD2A,oligodendrocyte
GATM,oligodendrocyte
GBA,oligodendrocyte
GFRA1,oligodendrocyte
GINS4,oligodendrocyte
GIPC1,oligodendrocyte
GJB1,oligodendrocyte
GKAP1,oligodendrocyte
GLCCI1,oligodendrocyte
GLRB,oligodendrocyte
GLT25D1,oligodendrocyte
GLTP,oligodendrocyte
GM2A,oligodendrocyte
GMCL1,oligodendrocyte
GMDS,oligodendrocyte
GMFB,oligodendrocyte
GMPR2,oligodendrocyte
GNA12,oligodendrocyte
GNAQ,oligodendrocyte
GNB4,oligodendrocyte
GNG12,oligodendrocyte
GNG4,oligodendrocyte
GNG8,oligodendrocyte
GNL2,oligodendrocyte
GNPTAB,oligodendrocyte
GOLGA4,oligodendrocyte
GOLGA7,oligodendrocyte
GP1BB,oligodendrocyte
GP2,oligodendrocyte
GPATCH8,oligodendrocyte
GPC1,oligodendrocyte
GPD1,oligodendrocyte
GPHN,oligodendrocyte
GPLD1,oligodendrocyte
GPR146,oligodendrocyte
GPR155,oligodendrocyte
GPR17,oligodendrocyte
GPR172B,oligodendrocyte
GPR176,oligodendrocyte
GPR177,oligodendrocyte
GPR180,oligodendrocyte
GPR34,oligodendrocyte
GPR37,oligodendrocyte
GPR37L1,oligodendrocyte
GPR62,oligodendrocyte
GPT2,oligodendrocyte
GPX1,oligodendrocyte
GRAMD1C,oligodendrocyte
GRAMD3,oligodendrocyte
GRB14,oligodendrocyte
GRIA3,oligodendrocyte
GRIA4,oligodendrocyte
GRID2,oligodendrocyte
GRIK2,oligodendrocyte
GRIK4,oligodendrocyte
GRIK5,oligodendrocyte
GRLF1,oligodendrocyte
GRTP1,oligodendrocyte
GSN,oligodendrocyte
GSPT1,oligodendrocyte
GSPT2,oligodendrocyte
GSS,oligodendrocyte
GSTO1,oligodendrocyte
GTF2F2,oligodendrocyte
GTF2H1,oligodendrocyte
GTF2H4,oligodendrocyte
GTF3A,oligodendrocyte
H2AFJ,oligodendrocyte
H2AFY2,oligodendrocyte
H3F3A,oligodendrocyte
HADHA,oligodendrocyte
HAPLN2,oligodendrocyte
HAS2,oligodendrocyte
HDAC1,oligodendrocyte
HEATR3,oligodendrocyte
HEATR5A,oligodendrocyte
HERC5,oligodendrocyte
HERPUD2,oligodendrocyte
HES5,oligodendrocyte
HEXB,oligodendrocyte
